,800,830,900,1000,1100,1200,1300,1400,1500,1600,1700,interval1,interval2,night,1800,100,700,1330,600,1530,1830,2200,1630,intervala,intervalb,intervalc,intervald,1130,1430,1730,1900,intervale,intervalf,1315,845,1015,1030,1045,1615,2030,2230,5pma,5pmb,noona,noonb,930,1515,1545,0,1230,1410,interval,0900_transcribed,1000_transcribed,1600_transcribed,interval1_transcribed,interval2_transcribed,0900_hospital,1500_hospital
1830-09-18,,,11.944,,,,,,16.667,,,21.111,6.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830-09-20,,,12.5,,,,,,18.333,,,18.056,8.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830-09-21,,,10.833,,,,,,18.611,,,19.444,8.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830-09-22,,,11.389,,,,,,20,,,21.944,9.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830-09-23,,,14.722,,,17.778,,,22.361,,,24.444,10.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830-09-24,,,14.722,,,22.222,,,21.944,,,23.889,13.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830-09-25,,,,17.5,,,,,18.611,,,24.444,13.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830-09-27,,,15.278,,,,,,22.222,,,23.889,13.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830-09-28,,,18.333,,,26.667,,,25.556,,,27.222,17.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830-09-29,,,18.611,,,,,,23.333,,,23.333,14.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830-09-30,,,18.333,,,23.611,,,23.333,,,23.056,11.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
